0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	50	23.6928	0	17.1563	25.9722	25.974	13.4787	17.3717	12.5718	12.7048	12.6042	14.4545	7.54176	20.1893	0	0	18.5372	0	20.1879	19.0719	100	
0	50	23.9585	25	16.7092	26.0459	26.1992	10.4491	0	12.5779	12.5778	13.5233	13.5676	18.1026	8.83706	14.0966	13.5146	12.6107	27.175	20.0877	19.5783	100	
0	50	23.9532	23.6574	16.2438	23.7077	23.1326	23.133	22.0028	16.8609	12.5743	15.1435	13.7134	12.148	13.4517	13.4156	13.2458	12.4955	20	20.0456	17.9018	100	
0	16.2772	14.382	15.0961	15.7104	23.7113	23.1329	23.1171	22.9149	23.0135	16.4228	13.6914	13.7333	12.0905	13.368	14.1607	14.9408	18.0311	21.1389	20.0997	73.6164	100	
0	14.9335	14.6127	23.6574	23.6606	23.2903	23.2959	23.2958	22.8336	22.9565	32.2329	32.2774	13.7318	14.2682	13.6829	14.0424	15.7285	18.152	62.6035	56.7071	100	100	
0	15.2196	15.4043	23.2869	23.1504	23.1473	23.3034	23.2958	23.0578	51.5516	32.2327	32.277	13.7454	13.6011	19.0647	19.0065	37.9158	16.8235	50.3418	46.5501	100	100	
0	23.992	22.1381	22.1013	20.3187	30.8651	23.2101	30.1853	23.0613	51.4087	51.4064	51.9307	52.1581	19.0614	19.3428	19.2031	32.4087	54.3377	27.7218	50.6344	87.1651	100	
0	36.8685	22.1362	22.0983	22.1512	31.1622	31.2264	30.1854	16.0618	26.5451	26.886	26.9385	52.387	18.9252	60.5173	35.5314	32.1717	32.4134	37.2425	36.7799	100	100	
0	0	22.3592	22.2767	21.8146	21.3203	29.0616	27.35	16.2033	16.1957	14.7645	14.4712	52.5878	52.5524	52.5563	63.3631	32.1743	32.1094	66.7994	93.0937	100	100	
0	7.4345	5.57587	5.23128	32.412	37.1398	27.349	27.349	19.2479	19.2692	19.2904	19.2189	52.5878	52.5878	52.5911	57.7982	58.4387	32.1787	31.4047	80.5695	75.8082	100	
0	0	11.6628	14.2647	32.714	34.2353	19.2734	19.3444	19.227	16.9264	16.9195	16.916	19.2389	51.842	52.5644	52.2018	52.0007	75.5552	78.8461	78.0763	100	100	
0	22.7742	32.6009	13.7699	15.6643	27.2109	19.3829	19.3432	23.9405	27.3424	31.866	31.866	52.2738	51.8421	52.5646	52.5417	52.5424	75.381	76.4187	77.0416	89.1552	100	
0	0	7.84627	37.7843	33.7981	34.0425	19.4488	19.475	27.3125	27.3162	27.3147	27.2764	52.5249	52.5651	52.5648	52.5409	52.4371	62.509	89.8794	47.5737	53.5434	100	
0	0	37.883	37.7843	33.1367	22.7144	22.731	19.5383	22.6483	27.3164	26.4392	26.5146	52.5642	52.564	57.1308	57.2514	57.1446	62.6022	63.1743	44.3987	53.3682	100	
0	50	17.5818	17.3157	20.9355	23.2729	22.0739	19.5652	22.2692	22.0621	30.5544	20.2299	52.5642	52.5522	52.6984	52.6144	61.0201	60.8922	63.4144	67.3217	40.9969	100	
0	11.7776	17.7875	21.0583	23.2662	23.266	21.6115	19.5924	23.5291	21.8132	20.1661	20.2296	52.5643	52.6829	52.6993	52.6082	52.501	60.8045	43.899	82.9609	100	100	
0	0	12.0666	27.0536	23.2665	23.2116	28.7828	19.622	20.1149	20.2059	20.1808	17.2198	20.2382	21.1338	21.1277	52.9179	36.1908	36.3854	36.3673	36.4143	54.5853	100	
0	0	35.8747	26.1748	23.2667	25.65	19.9649	20.0298	20.0274	20.1927	20.1845	19.7054	20.1421	48.7298	36.773	37.9305	31.392	33.8843	35.9752	35.5681	38.8903	100	
0	17.903	23.8832	26.874	22.9222	22.9206	25.2446	50	54.783	16.8542	16.6435	10.6034	19.5074	47.8432	17.0085	38.7742	69.0026	33.6555	34.5753	33.3333	0	100	
0	0	0	0	23.393	25.1986	25.2027	0	0	0	10.4657	12.8238	19.2117	7.89877	0	37.565	25	30.6455	50	0	0	100	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
